asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B101344,Headphones,Sony,Electronics,134.91,191.46,320,1.8,667
B101345,Bluetooth Speaker,Samsung,Health,458.31,116.93,106,2.8,306
B101346,Coffee Maker,Bose,Toys,346.9,303.12,253,2.4,119
B101347,Headphones,Sony,Toys,371.24,282.62,199,4.2,263
B101348,Running Shoes,LogiTech,Health,169.39,360.72,56,1.7,286
B101349,Wireless Mouse,Adidas,Sports,353.62,249.16,416,3.4,550
B101350,Smartphone,Samsung,Sports,326.68,158.54,407,2.6,187
B101351,Fitness Tracker,DeLonghi,Books,97.4,287.03,438,3.1,241
B101352,Camera,HP,Sports,484.66,249.52,239,3.9,594
B101353,Fitness Tracker,Apple,Beauty,183.47,248.56,457,2.4,204
B101354,Smartwatch,Sony,Clothing,171.35,340.69,477,2.5,655
B101355,Fitness Tracker,Apple,Clothing,190.89,364.64,347,1.3,278
B101356,Headphones,LogiTech,Electronics,54.94,76.2,486,3.2,394
B101357,Running Shoes,Bose,Electronics,316.23,129.05,341,2.7,471
B101358,Smartphone,Apple,Beauty,126.93,261.87,363,4.2,376
B101359,Wireless Mouse,Samsung,Electronics,403.62,225.1,454,2.8,693
B101360,Wireless Mouse,Sony,Clothing,203.14,262.67,218,4.9,969
B101361,Coffee Maker,DeLonghi,Books,234.69,176.04,212,1.7,324
B101362,Camera,LogiTech,Books,326.75,167.91,189,2.1,11
B101363,Bluetooth Speaker,Canon,Sports,383.32,51.47,335,2.6,291
B101364,Running Shoes,Adidas,Books,123.25,251.34,365,1.7,56
B101365,Bluetooth Speaker,Bose,Electronics,483.48,74.44,102,4.9,153
B101366,Smartphone,Samsung,Home Appliances,314.94,270.05,404,3.6,603
B101367,Fitness Tracker,Adidas,Electronics,12.76,386.99,437,1.0,463
B101368,Wireless Mouse,DeLonghi,Clothing,213.65,106.28,143,3.3,961
B101369,Smartphone,Adidas,Health,224.04,61.15,285,4.1,601
B101370,Fitness Tracker,HP,Home Appliances,406.49,14.55,70,1.2,515
B101371,Wireless Mouse,Sony,Sports,159.52,154.64,336,3.3,732
B101372,Fitness Tracker,Adidas,Toys,172.3,89.77,65,2.5,655
B101373,Camera,Samsung,Health,44.54,199.28,446,3.3,21
B101374,Running Shoes,Canon,Books,148.94,212.1,198,2.0,703
B101375,Smartwatch,HP,Books,361.31,142.98,16,3.7,106
B101376,Smartphone,HP,Clothing,321.03,301.21,310,3.7,325
B101377,Smartphone,Adidas,Electronics,49.88,362.4,353,3.2,731
B101378,Laptop,Bose,Electronics,66.2,88.55,263,4.7,906
B101379,Headphones,Nike,Home Appliances,194.69,335.34,60,4.6,425
B101380,Camera,Bose,Books,374.44,56.82,10,1.2,238
B101381,Camera,Apple,Health,418.13,95.34,309,2.2,340
B101382,Bluetooth Speaker,Samsung,Clothing,17.17,226.76,8,2.5,729
B101383,Fitness Tracker,Nike,Health,171.22,126.1,382,1.2,38
B101384,Headphones,Sony,Sports,217.89,21.48,341,3.1,756
B101385,Running Shoes,HP,Electronics,456.46,121.47,90,1.1,942
B101386,Running Shoes,Samsung,Beauty,255.69,362.42,37,3.7,661
B101387,Camera,DeLonghi,Health,142.15,73.82,466,1.0,29
B101388,Running Shoes,Apple,Books,201.12,306.68,388,1.1,413
B101389,Laptop,Canon,Toys,223.85,290.3,84,4.3,160
B101390,Smartphone,Apple,Clothing,338.3,46.96,496,2.0,615
B101391,Coffee Maker,Samsung,Home Appliances,30.13,135.13,234,1.3,669
B101392,Smartwatch,Sony,Electronics,200.83,79.8,250,2.6,932
B101393,Bluetooth Speaker,HP,Electronics,326.81,14.14,240,1.2,308
B101394,Fitness Tracker,LogiTech,Sports,148.83,73.35,104,4.0,413
B101395,Smartwatch,LogiTech,Electronics,299.96,84.62,211,3.0,921
B101396,Fitness Tracker,Samsung,Clothing,185.07,70.56,225,3.2,133
B101397,Wireless Mouse,Adidas,Books,381.77,40.98,279,4.0,565
B101398,Smartwatch,Bose,Books,39.69,212.89,393,4.1,951
B101399,Coffee Maker,Apple,Books,459.8,132.44,166,1.5,899
B101400,Camera,Sony,Beauty,94.09,363.76,301,2.1,334
B101401,Laptop,Apple,Toys,87.69,78.95,429,1.7,35
B101402,Smartphone,DeLonghi,Toys,421.92,243.13,402,1.2,830
B101403,Smartphone,LogiTech,Beauty,435.95,360.75,46,3.2,642
B101404,Laptop,HP,Electronics,55.56,23.64,2,2.0,824
B101405,Headphones,DeLonghi,Health,455.27,208.93,176,1.6,79
B101406,Wireless Mouse,HP,Toys,143.92,183.01,273,3.0,783
B101407,Fitness Tracker,Apple,Health,313.12,371.87,118,3.5,935
B101408,Coffee Maker,Sony,Health,43.61,267.19,272,4.1,436
B101409,Running Shoes,LogiTech,Toys,196.52,142.92,366,1.1,986
B101410,Smartwatch,Apple,Beauty,230.86,286.05,173,3.1,119
B101411,Wireless Mouse,LogiTech,Sports,303.92,235.15,304,2.1,133
B101412,Smartwatch,Samsung,Toys,267.38,142.13,152,5.0,404
B101413,Coffee Maker,Canon,Home Appliances,236.13,315.17,351,1.6,716
B101414,Bluetooth Speaker,Canon,Beauty,480.22,268.93,193,2.8,264
B101415,Bluetooth Speaker,HP,Home Appliances,100.66,7.14,92,4.9,232
B101416,Wireless Mouse,Apple,Health,87.42,346.73,497,1.9,446
B101417,Camera,Nike,Home Appliances,359.58,161.85,161,4.2,426
B101418,Coffee Maker,LogiTech,Electronics,46.53,259.95,106,2.0,967
B101419,Coffee Maker,LogiTech,Books,246.62,161.72,229,1.3,27
B101420,Laptop,Nike,Sports,247.19,353.14,103,1.2,300
B101421,Camera,Adidas,Electronics,161.91,262.08,132,4.8,569
B101422,Fitness Tracker,Apple,Books,465.92,233.86,257,1.9,978
B101423,Fitness Tracker,Nike,Sports,148.45,392.2,289,2.2,28
B101424,Running Shoes,Canon,Health,151.34,115.85,458,4.9,862
B101425,Smartphone,LogiTech,Sports,124.81,30.78,446,3.6,376
B101426,Bluetooth Speaker,Canon,Sports,81.44,208.82,387,3.0,949
B101427,Fitness Tracker,Apple,Home Appliances,188.37,172.49,101,2.7,312
B101428,Camera,Sony,Home Appliances,343.63,184.44,301,1.2,32
B101429,Coffee Maker,Sony,Home Appliances,373.66,249.94,21,4.4,453
B101430,Fitness Tracker,HP,Sports,408.58,247.97,249,4.0,959
B101431,Coffee Maker,Canon,Clothing,106.8,159.94,192,1.4,619
B101432,Fitness Tracker,Canon,Beauty,27.46,345.84,73,2.4,899
B101433,Bluetooth Speaker,Canon,Sports,487.6,262.33,313,4.5,500
B101434,Smartwatch,Adidas,Beauty,17.02,356.52,168,1.9,271
B101435,Fitness Tracker,Canon,Beauty,480.73,365.7,62,3.4,500
B101436,Camera,Sony,Home Appliances,416.12,71.09,171,3.0,898
B101437,Fitness Tracker,Adidas,Sports,456.92,273.82,121,4.3,856
B101438,Smartphone,HP,Home Appliances,199.72,130.42,216,1.1,702
B101439,Bluetooth Speaker,Samsung,Home Appliances,106.63,335.39,174,4.3,592
B101440,Camera,DeLonghi,Home Appliances,307.17,294.48,456,1.5,917
B101441,Laptop,HP,Health,373.21,83.51,24,1.1,81
B101442,Camera,Bose,Health,74.12,375.8,408,3.4,607
B101443,Smartphone,Adidas,Clothing,400.83,274.97,138,2.0,145
B101444,Smartwatch,Sony,Books,112.21,379.71,99,3.8,568
B101445,Bluetooth Speaker,Sony,Beauty,250.92,84.75,324,2.9,729
B101446,Laptop,Apple,Sports,429.68,348.53,57,3.4,753
B101447,Smartphone,LogiTech,Electronics,104.78,268.89,247,3.8,920
B101448,Smartphone,Canon,Home Appliances,128.52,223.15,172,4.7,283
B101449,Wireless Mouse,Sony,Clothing,40.76,329.1,201,4.3,679
B101450,Bluetooth Speaker,Canon,Electronics,81.84,254.98,331,3.0,918
B101451,Camera,Nike,Health,81.8,269.49,107,2.8,135
B101452,Coffee Maker,LogiTech,Books,109.68,105.2,48,3.6,652
B101453,Smartwatch,Nike,Sports,150.24,327.74,333,3.9,171
B101454,Coffee Maker,Canon,Beauty,409.34,261.87,411,1.7,888
B101455,Camera,Adidas,Beauty,458.72,338.53,286,1.1,558
B101456,Camera,Bose,Health,209.08,143.85,46,2.8,9
B101457,Bluetooth Speaker,LogiTech,Clothing,72.82,136.03,487,1.4,296
B101458,Camera,Adidas,Home Appliances,119.67,14.44,396,2.1,706
B101459,Wireless Mouse,Sony,Home Appliances,370.74,308.6,120,3.3,329
B101460,Laptop,Bose,Beauty,341.94,135.47,60,1.6,432
B101461,Camera,Samsung,Home Appliances,483.93,134.25,147,1.1,447
B101462,Coffee Maker,Sony,Beauty,17.1,277.03,104,3.2,14
B101463,Camera,DeLonghi,Clothing,377.87,104.88,68,2.9,215
B101464,Wireless Mouse,HP,Health,257.84,364.06,438,2.2,700
B101465,Fitness Tracker,LogiTech,Electronics,452.32,217.54,497,2.9,252
B101466,Fitness Tracker,DeLonghi,Books,292.32,387.94,162,3.7,329
B101467,Smartphone,Canon,Sports,228.87,35.28,215,1.4,563
B101468,Smartwatch,LogiTech,Beauty,336.27,138.05,118,2.0,980
B101469,Running Shoes,HP,Books,418.43,155.68,237,4.2,429
B101470,Laptop,LogiTech,Health,148.42,293.52,218,3.7,58
B101471,Headphones,Adidas,Home Appliances,62.69,89.12,124,2.1,175
B101472,Smartphone,Nike,Books,222.18,153.26,117,2.6,373
B101473,Smartwatch,Apple,Electronics,115.11,364.7,263,1.5,997
B101474,Fitness Tracker,Adidas,Toys,220.48,50.25,338,2.0,294
B101475,Coffee Maker,HP,Health,495.61,299.4,170,4.4,637
B101476,Headphones,LogiTech,Toys,291.32,282.48,196,2.8,553
B101477,Smartwatch,Adidas,Sports,349.86,56.55,309,3.6,306
B101478,Smartwatch,Nike,Sports,342.18,276.95,392,1.6,817
B101479,Smartphone,DeLonghi,Books,412.14,230.06,150,1.7,347
B101480,Headphones,Adidas,Sports,472.62,118.57,246,4.8,360
B101481,Bluetooth Speaker,Canon,Health,332.82,127.9,282,4.4,765
B101482,Running Shoes,DeLonghi,Clothing,243.29,334.03,461,4.2,65
B101483,Bluetooth Speaker,HP,Beauty,165.74,96.25,191,2.3,936
B101484,Headphones,DeLonghi,Electronics,186.53,207.55,174,3.3,569
B101485,Bluetooth Speaker,LogiTech,Home Appliances,173.9,274.05,373,3.0,638
B101486,Wireless Mouse,Bose,Home Appliances,168.99,56.31,81,4.8,515
B101487,Fitness Tracker,Bose,Beauty,350.37,373.28,172,2.0,234
B101488,Wireless Mouse,Samsung,Books,297.98,107.95,446,4.8,432
B101489,Camera,Canon,Home Appliances,108.98,130.94,164,3.8,386
B101490,Bluetooth Speaker,LogiTech,Books,485.12,268.12,297,2.7,31
B101491,Camera,HP,Beauty,219.59,35.89,111,2.1,686
B101492,Coffee Maker,Sony,Sports,287.38,252.91,207,4.0,573
B101493,Laptop,Bose,Beauty,354.27,366.83,338,4.3,225
B101494,Coffee Maker,HP,Sports,310.7,103.39,411,2.4,143
B101495,Headphones,DeLonghi,Clothing,162.42,147.95,70,1.7,451
B101496,Smartwatch,Adidas,Clothing,400.88,96.77,98,3.0,17
B101497,Fitness Tracker,Bose,Electronics,63.98,328.41,425,2.9,731
B101498,Bluetooth Speaker,LogiTech,Beauty,288.81,71.21,5,3.9,745
B101499,Smartphone,Bose,Home Appliances,143.93,141.92,185,4.9,389
B101500,Laptop,Nike,Health,311.72,242.4,204,3.1,746
B101501,Running Shoes,Nike,Clothing,116.82,164.8,413,3.9,361
B101502,Running Shoes,Nike,Beauty,388.38,30.86,378,2.4,320
B101503,Running Shoes,Canon,Electronics,121.49,379.35,485,3.4,591
B101504,Bluetooth Speaker,Bose,Toys,446.29,138.47,12,1.5,292
B101505,Running Shoes,Samsung,Clothing,432.16,181.03,409,4.3,72
B101506,Wireless Mouse,HP,Electronics,187.57,71.18,239,2.4,958
B101507,Laptop,Nike,Books,199.05,346.81,418,1.3,848
B101508,Wireless Mouse,DeLonghi,Books,353.74,120.11,331,5.0,99
B101509,Smartwatch,LogiTech,Electronics,54.28,12.83,471,4.6,481
B101510,Laptop,Canon,Sports,49.65,129.98,280,1.8,255
B101511,Wireless Mouse,Apple,Toys,76.8,393.7,115,2.5,314
B101512,Laptop,Nike,Electronics,285.61,63.0,369,4.7,862
B101513,Smartwatch,HP,Clothing,83.01,17.32,210,4.2,161
B101514,Camera,DeLonghi,Sports,146.03,233.38,447,4.6,292
B101515,Bluetooth Speaker,LogiTech,Electronics,326.99,151.81,319,3.3,161
B101516,Bluetooth Speaker,Adidas,Home Appliances,17.66,319.02,394,2.0,940
B101517,Running Shoes,Sony,Clothing,98.32,294.1,133,1.9,868
B101518,Coffee Maker,DeLonghi,Clothing,465.67,78.24,223,3.1,640
B101519,Running Shoes,Samsung,Books,335.15,228.03,345,4.7,308
B101520,Headphones,DeLonghi,Home Appliances,159.72,17.81,181,3.5,764
B101521,Wireless Mouse,DeLonghi,Home Appliances,32.2,178.59,465,1.1,573
B101522,Laptop,Samsung,Beauty,297.16,287.05,28,3.2,142
B101523,Coffee Maker,Adidas,Beauty,119.2,168.91,193,3.4,222
B101524,Smartwatch,Canon,Clothing,480.49,51.59,301,3.3,306
B101525,Headphones,Bose,Toys,346.61,29.31,450,3.8,13
B101526,Smartwatch,LogiTech,Health,487.32,342.2,256,2.2,875
B101527,Bluetooth Speaker,DeLonghi,Beauty,425.96,357.07,433,1.6,609
B101528,Bluetooth Speaker,DeLonghi,Sports,246.68,140.52,111,4.0,570
B101529,Running Shoes,Samsung,Books,338.09,69.85,424,1.8,179
B101530,Wireless Mouse,HP,Home Appliances,407.93,391.55,194,1.5,512
B101531,Coffee Maker,DeLonghi,Books,293.31,220.62,124,2.4,226
B101532,Fitness Tracker,DeLonghi,Clothing,40.13,193.28,91,4.3,458
B101533,Headphones,Samsung,Sports,240.52,297.94,136,1.3,144
B101534,Headphones,HP,Electronics,73.98,71.7,283,1.8,823
B101535,Running Shoes,Samsung,Home Appliances,360.27,234.1,229,2.9,644
B101536,Bluetooth Speaker,Canon,Sports,343.51,356.61,145,2.2,656
B101537,Running Shoes,DeLonghi,Health,496.53,14.11,452,3.9,785
B101538,Laptop,Nike,Books,318.12,270.81,428,3.7,856
B101539,Coffee Maker,LogiTech,Clothing,402.07,222.81,242,4.4,822
B101540,Wireless Mouse,HP,Sports,141.46,380.57,486,1.8,482
B101541,Camera,Nike,Electronics,176.61,107.19,31,3.6,558
B101542,Smartphone,Samsung,Beauty,459.34,344.26,261,4.1,719
B101543,Smartphone,DeLonghi,Beauty,380.04,127.05,60,1.3,750
B101544,Running Shoes,Samsung,Sports,331.08,174.8,89,1.1,432
B101545,Laptop,Bose,Clothing,134.47,89.25,476,3.2,241
B101546,Coffee Maker,Bose,Books,352.3,346.12,403,3.4,918
B101547,Fitness Tracker,Canon,Home Appliances,444.51,82.19,101,2.6,615
B101548,Smartphone,DeLonghi,Health,123.09,344.31,298,1.1,276
B101549,Coffee Maker,DeLonghi,Health,356.0,184.97,279,2.6,668
B101550,Wireless Mouse,Nike,Home Appliances,202.91,334.86,121,3.6,187
B101551,Smartwatch,Apple,Toys,68.2,109.47,243,3.8,685
B101552,Laptop,DeLonghi,Books,384.1,57.43,484,3.0,99
B101553,Bluetooth Speaker,Canon,Health,91.9,224.21,365,3.1,521
B101554,Coffee Maker,HP,Toys,133.92,206.23,77,3.7,83
B101555,Wireless Mouse,HP,Toys,393.64,145.86,273,2.8,52
B101556,Fitness Tracker,Samsung,Clothing,373.65,266.81,370,2.1,126
B101557,Camera,Nike,Clothing,134.55,42.58,499,1.9,646
B101558,Bluetooth Speaker,Adidas,Clothing,471.07,250.69,478,4.0,285
B101559,Camera,Sony,Electronics,115.49,88.64,58,3.0,860
B101560,Fitness Tracker,Samsung,Books,496.87,55.94,247,3.5,54
B101561,Wireless Mouse,DeLonghi,Home Appliances,371.57,364.3,471,2.9,755
B101562,Smartphone,Samsung,Books,202.33,186.62,433,4.3,576
B101563,Camera,Adidas,Clothing,73.87,306.55,387,3.0,20
B101564,Bluetooth Speaker,Sony,Electronics,167.05,40.2,461,5.0,774
B101565,Running Shoes,Adidas,Books,104.93,27.7,96,2.0,299
B101566,Headphones,Adidas,Books,314.7,200.47,45,1.6,835
B101567,Coffee Maker,Bose,Toys,184.86,129.64,291,2.5,358
B101568,Smartphone,HP,Books,154.55,6.94,258,4.7,759
B101569,Camera,Apple,Toys,381.0,77.4,303,4.4,142
B101570,Smartwatch,DeLonghi,Toys,122.99,91.42,259,2.0,609
B101571,Coffee Maker,Canon,Sports,297.58,118.96,246,3.4,1
B101572,Running Shoes,Nike,Clothing,105.35,351.63,240,3.4,356
B101573,Fitness Tracker,Samsung,Health,360.25,171.14,413,2.2,642
B101574,Headphones,DeLonghi,Electronics,316.31,273.38,128,1.9,687
B101575,Wireless Mouse,Bose,Toys,401.1,12.27,202,2.6,451
B101576,Running Shoes,HP,Books,43.56,326.5,276,4.2,46
B101577,Running Shoes,Samsung,Toys,112.95,99.93,418,1.8,752
B101578,Fitness Tracker,Nike,Toys,85.69,127.07,207,2.8,426
B101579,Laptop,Apple,Toys,103.38,22.88,40,2.9,867
B101580,Fitness Tracker,DeLonghi,Home Appliances,60.48,166.83,365,4.8,538
B101581,Laptop,Canon,Health,285.42,341.77,321,2.2,899
B101582,Laptop,HP,Health,300.78,154.6,346,1.1,547
B101583,Smartphone,LogiTech,Home Appliances,423.31,363.9,319,3.8,850
B101584,Smartphone,DeLonghi,Home Appliances,214.69,347.64,56,4.0,865
B101585,Bluetooth Speaker,Adidas,Home Appliances,270.87,29.47,160,3.8,847
B101586,Camera,Adidas,Health,495.74,125.58,322,3.8,691
B101587,Camera,Canon,Sports,270.6,364.61,96,2.9,940
B101588,Wireless Mouse,Sony,Toys,291.05,16.77,425,1.1,487
B101589,Camera,Canon,Sports,498.0,307.49,413,3.9,562
B101590,Smartphone,HP,Books,497.12,363.04,116,4.7,341
B101591,Bluetooth Speaker,Adidas,Health,217.77,309.34,212,1.6,671
B101592,Bluetooth Speaker,Apple,Clothing,321.12,298.81,87,1.3,769
B101593,Laptop,Apple,Health,245.59,338.13,307,2.1,528
B101594,Fitness Tracker,Adidas,Electronics,363.15,267.99,268,4.4,278
B101595,Wireless Mouse,HP,Sports,469.81,172.12,44,1.4,171
B101596,Laptop,Bose,Home Appliances,161.73,29.79,394,3.9,301
B101597,Fitness Tracker,Nike,Beauty,411.25,316.25,83,1.3,395
B101598,Camera,Nike,Home Appliances,330.88,362.58,458,1.1,565
B101599,Laptop,HP,Books,147.29,207.08,211,4.6,524
B101600,Coffee Maker,LogiTech,Toys,400.68,215.34,346,4.1,713
B101601,Camera,Nike,Electronics,219.3,164.3,472,3.4,963
B101602,Fitness Tracker,Samsung,Sports,68.99,343.47,9,1.7,326
B101603,Wireless Mouse,Nike,Toys,496.77,10.85,413,2.1,757
B101604,Fitness Tracker,Samsung,Toys,218.57,251.7,157,1.2,449
B101605,Laptop,Adidas,Clothing,275.36,363.43,485,3.6,782
B101606,Laptop,Bose,Clothing,405.9,45.77,348,3.7,739
B101607,Running Shoes,Canon,Sports,480.83,383.87,189,2.3,61
B101608,Wireless Mouse,Bose,Sports,437.72,387.23,381,2.4,200
B101609,Smartwatch,Nike,Sports,267.28,372.27,320,3.5,663
B101610,Camera,Nike,Sports,277.39,187.71,131,4.8,69
B101611,Bluetooth Speaker,HP,Home Appliances,147.63,156.27,215,2.6,700
B101612,Wireless Mouse,Canon,Health,236.77,283.85,115,3.0,496
B101613,Bluetooth Speaker,Nike,Health,473.95,130.88,123,3.8,838
B101614,Wireless Mouse,Sony,Toys,366.2,32.0,388,2.4,207
B101615,Wireless Mouse,Sony,Health,15.82,361.06,439,4.5,464
B101616,Fitness Tracker,LogiTech,Beauty,67.09,255.77,398,4.4,477
B101617,Wireless Mouse,Adidas,Toys,462.67,86.83,358,3.7,455
B101618,Running Shoes,Samsung,Home Appliances,425.87,12.27,333,3.1,130
B101619,Smartwatch,Bose,Beauty,248.22,290.79,412,4.9,472
B101620,Laptop,Adidas,Health,312.32,341.86,319,3.8,668
B101621,Headphones,Samsung,Toys,151.93,165.23,423,3.6,276
B101622,Bluetooth Speaker,Samsung,Sports,398.49,36.95,364,4.5,53
B101623,Laptop,DeLonghi,Electronics,305.63,261.21,192,3.2,755
B101624,Headphones,Nike,Health,350.46,122.29,444,2.0,389
B101625,Smartwatch,LogiTech,Beauty,193.71,61.86,148,1.6,888
B101626,Smartwatch,Nike,Clothing,220.91,206.61,28,2.9,214
B101627,Bluetooth Speaker,LogiTech,Beauty,111.76,195.33,124,3.1,10
B101628,Bluetooth Speaker,Adidas,Beauty,474.55,209.12,480,4.3,453
B101629,Smartwatch,HP,Clothing,473.81,330.45,398,1.6,410
B101630,Headphones,HP,Toys,410.7,196.4,77,3.7,730
B101631,Wireless Mouse,Adidas,Electronics,468.42,360.71,75,2.2,716
B101632,Camera,Canon,Clothing,336.01,337.52,358,4.8,892
B101633,Coffee Maker,Sony,Health,124.98,262.19,186,2.9,955
B101634,Laptop,Samsung,Electronics,382.5,27.46,39,3.5,712
B101635,Fitness Tracker,LogiTech,Beauty,169.39,346.65,234,3.6,583
B101636,Laptop,Apple,Home Appliances,225.84,362.7,248,1.4,108
B101637,Fitness Tracker,Nike,Books,144.43,153.14,442,4.4,26
B101638,Headphones,Adidas,Toys,217.57,212.83,399,1.7,415
B101639,Fitness Tracker,Samsung,Home Appliances,342.87,116.0,329,2.6,348
B101640,Bluetooth Speaker,LogiTech,Home Appliances,64.2,10.81,131,3.7,288
B101641,Camera,Bose,Electronics,61.55,194.38,5,1.2,516
B101642,Camera,Canon,Toys,345.05,56.1,348,3.3,485
B101643,Bluetooth Speaker,Nike,Home Appliances,391.99,77.41,426,2.6,264
B101644,Running Shoes,HP,Sports,280.22,194.88,399,1.3,652
B101645,Headphones,Adidas,Home Appliances,99.0,347.48,259,3.9,224
B101646,Running Shoes,HP,Sports,221.07,338.63,245,3.0,349
B101647,Running Shoes,LogiTech,Books,381.51,386.2,498,2.2,885
B101648,Laptop,HP,Sports,346.01,195.66,419,1.3,88
B101649,Smartwatch,Nike,Sports,63.83,223.04,391,3.2,645
B101650,Laptop,Sony,Electronics,484.88,329.74,350,2.2,102
B101651,Smartwatch,Samsung,Home Appliances,119.45,281.37,408,4.8,329
B101652,Coffee Maker,Sony,Books,117.99,77.21,415,3.4,931
B101653,Fitness Tracker,Adidas,Home Appliances,235.33,162.28,78,2.1,124
B101654,Smartwatch,Sony,Health,170.35,372.02,336,3.1,945
B101655,Bluetooth Speaker,DeLonghi,Health,492.15,62.72,115,3.2,956
B101656,Laptop,Samsung,Sports,47.48,87.7,4,3.9,303
B101657,Headphones,LogiTech,Clothing,160.16,163.26,131,4.6,82
B101658,Fitness Tracker,Samsung,Sports,197.53,376.25,227,4.9,266
B101659,Coffee Maker,DeLonghi,Home Appliances,251.79,49.96,128,3.9,400
B101660,Smartwatch,Apple,Beauty,18.04,270.81,9,3.2,385
B101661,Coffee Maker,Sony,Books,50.36,57.19,324,1.9,774
B101662,Headphones,Samsung,Clothing,136.33,212.18,118,2.6,360
B101663,Running Shoes,HP,Books,281.46,216.94,467,3.0,56
B101664,Camera,LogiTech,Electronics,386.21,21.84,344,1.5,798
B101665,Headphones,Bose,Sports,346.38,381.88,188,2.0,376
B101666,Smartphone,Adidas,Sports,287.84,323.62,139,4.9,186
B101667,Headphones,Adidas,Health,204.64,124.63,463,4.0,478
B101668,Coffee Maker,Adidas,Electronics,436.64,56.6,420,2.9,685
B101669,Bluetooth Speaker,Samsung,Health,235.29,141.52,125,1.9,336
B101670,Laptop,Sony,Home Appliances,156.63,358.24,223,3.3,846
B101671,Bluetooth Speaker,Samsung,Sports,318.37,57.41,328,1.9,646
B101672,Coffee Maker,Nike,Home Appliances,349.14,142.98,386,1.8,93
B101673,Laptop,HP,Books,205.25,200.25,306,1.4,486
B101674,Smartphone,Bose,Clothing,23.79,17.99,259,2.4,397
B101675,Camera,Bose,Clothing,56.12,110.87,67,3.2,862
B101676,Fitness Tracker,HP,Clothing,424.34,240.28,85,1.6,520
B101677,Coffee Maker,DeLonghi,Health,37.71,132.97,371,1.8,520
B101678,Smartwatch,Canon,Toys,300.09,348.86,62,2.6,112
B101679,Coffee Maker,Nike,Electronics,100.02,375.02,460,3.0,121
B101680,Coffee Maker,LogiTech,Clothing,122.17,179.41,14,4.0,385
B101681,Laptop,Bose,Sports,143.93,215.15,122,3.3,619
B101682,Wireless Mouse,Adidas,Electronics,28.76,254.17,279,3.5,341
B101683,Headphones,Samsung,Books,96.85,267.49,123,3.8,783
B101684,Wireless Mouse,DeLonghi,Books,328.74,29.99,77,2.8,769
B101685,Smartphone,Canon,Health,254.37,26.2,272,2.4,462
B101686,Smartwatch,HP,Books,400.69,346.91,465,4.2,709
B101687,Camera,Apple,Books,40.01,91.85,146,4.3,918
B101688,Running Shoes,LogiTech,Beauty,445.56,235.72,269,1.6,381
B101689,Smartphone,Canon,Toys,498.24,251.75,381,4.8,629
B101690,Running Shoes,Adidas,Beauty,17.71,69.96,56,4.7,155
B101691,Running Shoes,Canon,Home Appliances,484.14,305.83,218,4.5,127
B101692,Camera,Bose,Home Appliances,125.57,347.05,173,2.7,42
B101693,Bluetooth Speaker,Samsung,Beauty,349.35,117.72,40,4.4,574
B101694,Wireless Mouse,HP,Clothing,153.32,351.75,359,3.5,380
B101695,Coffee Maker,Canon,Toys,265.69,37.01,159,1.8,656
B101696,Fitness Tracker,LogiTech,Health,260.11,321.18,360,4.1,931
B101697,Running Shoes,Canon,Home Appliances,186.94,257.84,465,2.6,274
B101698,Smartwatch,Apple,Beauty,361.6,235.33,32,2.2,388
B101699,Smartphone,DeLonghi,Health,303.82,95.9,248,4.5,22
B101700,Bluetooth Speaker,Bose,Health,259.06,147.93,129,4.4,875
B101701,Running Shoes,Samsung,Books,491.59,364.57,291,4.5,786
B101702,Bluetooth Speaker,Adidas,Home Appliances,470.6,188.97,36,4.4,383
